window,location_name,sex_name,age_lower,period_start,events,population
1990_2019,China,Male,60,1990,27139.429211583923,96431405.80055028
1990_2019,China,Male,60,1995,29909.835214772193,106961662.98241252
1990_2019,China,Male,60,2000,30673.066468015913,109991625.01725844
1990_2019,China,Male,60,2005,35175.2773012641,126182625.50388446
1990_2019,China,Male,60,2010,46295.79615827749,168020945.70010757
1990_2019,China,Male,60,2015,54753.88298171723,201132327.14436823
1990_2019,China,Male,65,1990,14358.796501643024,71503219.29248825
1990_2019,China,Male,65,1995,16490.433291784982,82519816.8332762
1990_2019,China,Male,65,2000,18478.483881874155,92713854.76729767
1990_2019,China,Male,65,2005,19740.304079756355,98581284.38220662
1990_2019,China,Male,65,2010,22642.767335487242,115703748.95499928
1990_2019,China,Male,65,2015,30054.084952424575,154586950.06790072
1990_2019,United States of America,Female,10,1990,3196.5373075134144,44866948.87968487
1990_2019,United States of America,Female,10,1995,3496.616287220767,47904090.14400942
1990_2019,United States of America,Female,10,2000,3805.740756523951,51704608.30897902
1990_2019,United States of America,Female,10,2005,3685.630602476601,51156941.76612981
1990_2019,United States of America,Female,10,2010,3646.548668442399,51252599.83526834
1990_2019,United States of America,Female,10,2015,3814.987128422659,52527374.71122294
1990_2019,United States of America,Female,15,1990,24653.950794304015,43419624.02325654
1990_2019,United States of America,Female,15,1995,26873.858317572412,47208256.14885994
1990_2019,United States of America,Female,15,2000,28721.65689743424,50099776.50911215
1990_2019,United States of America,Female,15,2005,30681.765369739536,53643838.00586514
1990_2019,United States of America,Female,15,2010,28882.978345357158,52678141.0947861
1990_2019,United States of America,Female,15,2015,26580.785495629705,52418328.388535105
1990_2019,United States of America,Female,20,1990,45050.695326588524,48028647.128659785
1990_2019,United States of America,Female,20,1995,41876.8678129118,45139668.45074698
1990_2019,United States of America,Female,20,2000,45610.24373208518,48970830.21961158
1990_2019,United States of America,Female,20,2005,48396.38363539141,51644265.788528614
1990_2019,United States of America,Female,20,2010,48851.600042954655,54764648.69985311
1990_2019,United States of America,Female,20,2015,44324.98498177006,53752322.67143304
1990_2019,United States of America,Female,25,1990,26826.413496891546,51756920.11545757
1990_2019,United States of America,Female,25,1995,24970.354184899727,49347864.08389156
1990_2019,United States of America,Female,25,2000,23587.185821495932,46818846.944058284
1990_2019,United States of America,Female,25,2005,25961.1302344173,50853551.029805
1990_2019,United States of America,Female,25,2010,26165.332703376538,53284767.609761104
1990_2019,United States of America,Female,25,2015,27026.46391129127,56574497.35548754
1990_2019,United States of America,Female,30,1990,16336.80254299202,56381218.38717176
1990_2019,United States of America,Female,30,1995,15228.115411041665,53259018.06448565
1990_2019,United States of America,Female,30,2000,14349.950632552056,50901689.918820396
1990_2019,United States of America,Female,30,2005,13753.94574666488,48442676.59160142
1990_2019,United States of America,Female,30,2010,14756.821466806565,52269279.15421511
1990_2019,United States of America,Female,30,2015,15660.290698845547,54828476.98846771
1990_2019,United States of America,Female,35,1990,11420.860559037774,53629378.20393476
1990_2019,United States of America,Female,35,1995,12228.228254825264,57072581.92587578
1990_2019,United States of America,Female,35,2000,11475.234479349383,54442738.9584834
1990_2019,United States of America,Female,35,2005,11017.922653657864,52260331.59028413
1990_2019,United States of America,Female,35,2010,10683.43430296738,49720636.79604594
1990_2019,United States of America,Female,35,2015,11656.347698532813,53429888.98531955
1990_2019,United States of America,Female,40,1990,8289.606942313914,48221306.157928
1990_2019,United States of America,Female,40,1995,9385.697465153777,53563381.6367082
1990_2019,United States of America,Female,40,2000,9856.525871005646,57259872.17909608
1990_2019,United States of America,Female,40,2005,9396.750560091248,54875006.66916127
1990_2019,United States of America,Female,40,2010,9331.31008484499,52616853.30239772
1990_2019,United States of America,Female,40,2015,9038.194854302705,50044035.80435677
1990_2019,United States of America,Female,45,1990,6518.587475532234,39062496.93932344
1990_2019,United States of America,Female,45,1995,8070.9876006098075,47784689.030651584
1990_2019,United States of America,Female,45,2000,8890.05986392879,53485909.345372975
1990_2019,United States of America,Female,45,2005,9499.11547749206,57365738.20121664
1990_2019,United States of America,Female,45,2010,9329.8617064316,54967960.71570159
1990_2019,United States of America,Female,45,2015,9097.703288692966,52601080.45957746
1990_2019,United States of America,Female,50,1990,5089.18077680873,31467978.445592985
1990_2019,United States of America,Female,50,1995,6281.498265870825,38643948.22085548
1990_2019,United States of America,Female,50,2000,7625.68967251536,47558196.02962896
1990_2019,United States of America,Female,50,2005,8548.79937516766,53452584.2434742
1990_2019,United States of America,Female,50,2010,9278.386942305262,57206260.04789686
1990_2019,United States of America,Female,50,2015,9025.41222426757,54581968.03410007
1990_2019,United States of America,Female,55,1990,4318.89679829619,27594320.045210008
1990_2019,United States of America,Female,55,1995,4807.599054439075,30771399.682306472
1990_2019,United States of America,Female,55,2000,5876.899370435227,38046277.98644387
1990_2019,United States of America,Female,55,2005,7248.505594387253,47005757.16476098
1990_2019,United States of America,Female,55,2010,8172.295136472199,52851024.666342095
1990_2019,United States of America,Female,55,2015,8885.669862085597,56305288.706563056
1990_2019,United States of America,Female,60,1990,3716.90141393664,27593929.290018044
1990_2019,United States of America,Female,60,1995,3582.0930782865526,26729735.873574845
1990_2019,United States of America,Female,60,2000,3981.165499643371,30014342.18613649
1990_2019,United States of America,Female,60,2005,4936.8240417864945,37277724.88224703
1990_2019,United States of America,Female,60,2010,6081.427865626861,46049443.58157663
1990_2019,United States of America,Female,60,2015,6938.8617534189725,51467019.13381049
1990_2019,United States of America,Female,65,1990,2655.249577147023,27578294.947971836
1990_2019,United States of America,Female,65,1995,2506.397475076545,26158944.373697624
1990_2019,United States of America,Female,65,2000,2421.6226288227513,25537681.918676667
1990_2019,United States of America,Female,65,2005,2735.9706572670725,28890328.367973752
1990_2019,United States of America,Female,65,2010,3398.9887575832427,35994831.42573913
1990_2019,United States of America,Female,65,2015,4266.834939619132,44269350.02310515
1990_2019,United States of America,Male,10,1990,4361.29645010556,47228909.12185754
1990_2019,United States of America,Male,10,1995,4615.710582389884,50475725.67620283
1990_2019,United States of America,Male,10,2000,4877.1785793192485,54352174.65112907
1990_2019,United States of America,Male,10,2005,4802.73586076827,53770762.493201375
1990_2019,United States of America,Male,10,2010,4976.699940371894,53621176.867761575
1990_2019,United States of America,Male,10,2015,5077.93303578777,54993109.004204735
1990_2019,United States of America,Male,15,1990,25199.278332530055,45875767.23295307
1990_2019,United States of America,Male,15,1995,27514.927193065436,50052402.87791613
1990_2019,United States of America,Male,15,2000,29321.43004063234,53201420.62630704
1990_2019,United States of America,Male,15,2005,31489.313958240287,56662679.22636468
1990_2019,United States of America,Male,15,2010,30011.866649374897,55477287.72992505
1990_2019,United States of America,Male,15,2015,28096.848895746276,54939142.91165848
1990_2019,United States of America,Male,20,1990,46225.784898949816,50021613.76968232
1990_2019,United States of America,Male,20,1995,43583.57562216792,47195360.78128183
1990_2019,United States of America,Male,20,2000,47916.96013008024,51334491.39895585
1990_2019,United States of America,Male,20,2005,50905.55929647754,54169987.760610625
1990_2019,United States of America,Male,20,2010,51213.608041492575,57004690.40620232
1990_2019,United States of America,Male,20,2015,48274.385731605784,56082464.8944855
1990_2019,United States of America,Male,25,1990,32125.670825127534,52605120.995740324
1990_2019,United States of America,Male,25,1995,30888.175688195355,50744595.721241236
1990_2019,United States of America,Male,25,2000,29536.70710856442,48146486.264844574
1990_2019,United States of America,Male,25,2005,31766.960669619744,52161329.52028777
1990_2019,United States of America,Male,25,2010,32511.791567107168,54499295.85884305
1990_2019,United States of America,Male,25,2015,34727.26207879984,58053420.6456911
1990_2019,United States of America,Male,30,1990,21066.082146889577,56210072.35641192
1990_2019,United States of America,Male,30,1995,20139.386835711888,53695534.086432725
1990_2019,United States of America,Male,30,2000,19311.866660941774,51677042.87669477
1990_2019,United States of America,Male,30,2005,18094.989855114833,48958065.48724753
1990_2019,United States of America,Male,30,2010,19776.271400789483,52703670.091766655
1990_2019,United States of America,Male,30,2015,21483.640922143844,55849087.62471246
1990_2019,United States of America,Male,35,1990,14857.483026895956,52937490.35344115
1990_2019,United States of America,Male,35,1995,15817.408434416457,56628044.92693764
1990_2019,United States of America,Male,35,2000,15066.432801962848,54474824.00808814
1990_2019,United States of America,Male,35,2005,14547.703624258751,52346573.725139946
1990_2019,United States of America,Male,35,2010,14396.811072102604,49599818.41529945
1990_2019,United States of America,Male,35,2015,15739.571734776742,53919903.197767
1990_2019,United States of America,Male,40,1990,10653.607232696759,47182529.37900985
1990_2019,United States of America,Male,40,1995,11797.9766235751,52672430.07327157
1990_2019,United States of America,Male,40,2000,12487.672643663118,56518663.11500116
1990_2019,United States of America,Male,40,2005,12192.73340010762,54365270.33276598
1990_2019,United States of America,Male,40,2010,12447.216001683513,52322899.46713847
1990_2019,United States of America,Male,40,2015,11827.631945781122,49966482.96929171
1990_2019,United States of America,Male,45,1990,7943.414816624589,37799657.56498582
1990_2019,United States of America,Male,45,1995,9697.090916937588,46351051.16943885
1990_2019,United States of America,Male,45,2000,10768.488655992598,52028954.41227343
1990_2019,United States of America,Male,45,2005,11682.919336084015,55985193.63358947
1990_2019,United States of America,Male,45,2010,11842.64571879022,54115872.465273336
1990_2019,United States of America,Male,45,2015,11487.193364947343,52466289.522412434
1990_2019,United States of America,Male,50,1990,5814.191724472999,29877561.61193327
1990_2019,United States of America,Male,50,1995,7196.415723198176,37003782.4675728
1990_2019,United States of America,Male,50,2000,8805.713721457818,45604458.562533796
1990_2019,United States of America,Male,50,2005,9908.547997598042,51335956.273509376
1990_2019,United States of America,Male,50,2010,11080.553396171508,55437368.52594198
1990_2019,United States of America,Male,50,2015,10802.395639922865,53701905.39871436
1990_2019,United States of America,Male,55,1990,4552.327180107639,25428511.15169462
1990_2019,United States of America,Male,55,1995,5155.730627754001,28686312.102611277
1990_2019,United States of America,Male,55,2000,6413.111524655209,35802965.55134286
1990_2019,United States of America,Male,55,2005,7848.320057897577,44252693.99739567
1990_2019,United States of America,Male,55,2010,9047.580489843738,50048150.99177197
1990_2019,United States of America,Male,55,2015,9931.824998077764,54189525.619084135
1990_2019,United States of America,Male,60,1990,3649.2935199516505,24353408.260004986
1990_2019,United States of America,Male,60,1995,3623.018918313866,24022800.831055243
1990_2019,United States of America,Male,60,2000,4129.023184939295,27389290.586639225
1990_2019,United States of America,Male,60,2005,5104.2548598021785,34411671.40282093
1990_2019,United States of America,Male,60,2010,6387.7498314683235,42628464.47449769
1990_2019,United States of America,Male,60,2015,7346.550281446456,48135366.89236281
1990_2019,United States of America,Male,65,1990,2423.8528409677556,22623694.045843728
1990_2019,United States of America,Male,65,1995,2385.512292788613,22129533.83863298
1990_2019,United States of America,Male,65,2000,2390.0006446377474,22167921.898954853
1990_2019,United States of America,Male,65,2005,2714.2465074522643,25586589.642190047
1990_2019,United States of America,Male,65,2010,3471.5837090488667,32377368.563656703
1990_2019,United States of America,Male,65,2015,4364.961096938673,39990130.93486452
