location_name,sex_name,measure_name,start_year,end_year,interval_label,count_start,count_end,population_growth,population_aging,rate_change,total_change,population_growth_pct_of_total,population_aging_pct_of_total,rate_change_pct_of_total,cumulative_population_growth,cumulative_population_aging,cumulative_rate_change,cumulative_total_change
China,Female,Prevalence,2005,2010,2005-2010,2047614.233328822,2239826.8893630053,135882.05907620667,53352.55550080298,2978.041457167749,192212.6560341774,70.69360669572426,27.757046076776724,1.5493472274990165,522471.4202326556,172347.48872456403,5822.502696528604,700641.4116537482
China,Female,Prevalence,2010,2015,2010-2015,2239826.8893630053,2383807.110972786,63429.88955143777,79069.48243861117,1480.8496197334803,143980.22160978243,44.054585305019536,54.91690563784975,1.02850905713071,585901.3097840934,251416.97116317519,7303.352316262084,844621.6332635307
China,Female,Prevalence,2015,2020,2015-2020,2383807.110972786,2450449.4437205875,25508.675060014004,37971.83129000594,3161.826397782657,66642.3327478026,38.27698402537552,56.97854460422978,4.7444713703946855,611409.9848441074,289388.8024531811,10465.178714044741,911263.9660113333
China,Female,Prevalence,2020,2023,2020-2023,2450449.4437205875,2465013.7576078335,27923.76244147215,-10889.816252326127,-2469.632301894482,14564.313887251541,191.72727708041518,-74.77054076579755,-16.95673631461764,639333.7472855796,278498.986200855,7995.546412150259,925828.2798985848
China,Male,DALYs,1990,1995,1990-1995,1244646.2134439577,1399694.350180903,81225.915470477,61893.400807985265,11928.820458482991,155048.13673694525,52.38754697728805,39.91882915239003,7.693623870321921,81225.915470477,61893.400807985265,11928.820458482991,155048.13673694525
China,Male,DALYs,1995,2000,1995-2000,1399694.350180903,1492610.5119141333,68436.67180077087,29724.80476924563,-5245.314836788263,92916.16173322825,73.65421744094371,31.99099512374238,-5.645212564686105,149662.58727124787,91618.2055772309,6683.505621694728,247964.2984701735
China,Male,DALYs,2000,2005,2000-2005,1492610.5119141333,1606185.6418367366,125712.54029697424,-16038.46162011032,3901.051245745388,113575.12992260931,110.68667971820541,-14.12145566642892,3.4347759482235105,275375.1275682221,75579.74395712058,10584.556867440115,361539.4283927828
China,Male,DALYs,2005,2010,2005-2010,1606185.6418367366,1725593.5600454104,93013.7207548961,27105.661204289565,-711.4637505129988,119407.91820867267,77.89577286855376,22.700053405939762,-0.5958262744935158,368388.84832311823,102685.40516141013,9873.093116927117,480947.3466014555
China,Male,DALYs,2010,2015,2010-2015,1725593.5600454104,1810970.6759900576,47864.44658174129,41521.26037229128,-4008.5910093825464,85377.11594465002,56.06238399148059,48.63277461750935,-4.695158608989925,416253.2949048595,144206.66553370142,5864.50210754457,566324.4625461055
China,Male,DALYs,2015,2020,2015-2020,1810970.6759900576,1862247.677274943,30206.66165792077,11213.108896980488,9857.230729982568,51277.00128488382,58.908791272912296,21.86771577121467,19.223492955873034,446459.9565627803,155419.77443068192,15721.732837527139,617601.4638309893
China,Male,DALYs,2020,2023,2020-2023,1862247.677274943,1863678.7738647286,24735.602685190155,-15494.922056319889,-7809.584039088455,1431.0965897818096,1728.4369805507984,-1082.7306952553288,-545.7062852954693,471195.55924797046,139924.85237436203,7912.148798438682,619032.5604207711
China,Male,Incidence,1990,1995,1990-1995,149191.68386571287,156716.18896297147,9408.88193097845,-2704.894574844696,820.5177411190573,7524.5050972528115,125.04319964396892,-35.947807063513714,10.904607419544808,9408.88193097845,-2704.894574844696,820.5177411190573,7524.5050972528115
China,Male,Incidence,1995,2000,1995-2000,156716.18896297147,157949.68899678084,7449.543954244519,-6128.287405090426,-87.7565153520894,1233.5000338020036,603.9354479207326,-496.8210163887286,-7.114431532003971,16858.42588522297,-8833.181979935121,732.7612257669679,8758.005131054815
China,Male,Incidence,2000,2005,2000-2005,157949.68899678084,167779.91635297224,13218.042644504667,-3900.6095437977447,512.7942554869563,9830.227356193878,134.46324449633588,-39.67974902777838,5.216504531442524,30076.468529727637,-12733.791523732867,1245.5554812539242,18588.232487248693
China,Male,Incidence,2005,2010,2005-2010,167779.91635297224,177408.65160757772,9639.79268168105,43.10364863080031,-54.16107570599706,9628.735254605854,100.11483779315573,0.4476563898688762,-0.5624941830246023,39716.26121140869,-12690.687875102067,1191.3944055479271,28216.967741854547
China,Male,Incidence,2010,2015,2010-2015,177408.65160757772,176736.98057904438,4795.549372756413,-4365.363745418105,-1101.8566558711805,-671.6710285328736,-713.9729375005645,649.9258654870583,164.04707201350612,44511.8105841651,-17056.05162052017,89.53774967674667,27545.296713321673
China,Male,Incidence,2015,2020,2015-2020,176736.98057904438,173245.96260668137,2878.23962924287,-6930.643627899193,561.3860262901678,-3491.0179723661568,-82.4470011906597,198.52787017311496,-16.080868982455257,47390.05021340797,-23986.695248419364,650.9237759669145,24054.278740955517
China,Male,Incidence,2020,2023,2020-2023,173245.96260668137,171280.30877958256,2287.3660591465837,-3738.827743708335,-514.1921425327213,-1965.653827094473,-116.36667797847443,190.20784291580352,26.158835062670892,49677.416272554554,-27725.5229921277,136.7316334341932,22088.624913861044
China,Male,Prevalence,1990,1995,1990-1995,1920293.509529894,2153848.0950329867,125155.01701128298,97348.6641361994,11050.90435561922,233554.58550310158,53.5870519269342,41.68133283553391,4.731615237531898,125155.01701128298,97348.6641361994,11050.90435561922,233554.58550310158
China,Male,Prevalence,1995,2000,1995-2000,2153848.0950329867,2303583.0455549234,105463.79507901706,50795.56242213655,-6524.406979218825,149734.95052193478,70.43365273865543,33.92365125515267,-4.3573039938080855,230618.81209030002,148144.22655833594,4526.497376400394,383289.53602503636
China,Male,Prevalence,2000,2005,2000-2005,2303583.0455549234,2482828.4214329543,194172.68016157323,-19024.89836290758,4097.59407936153,179245.37587802717,108.32786018073,-10.613885167031386,2.2860249863013813,424791.49225187325,129119.32819542836,8624.091455761925,562534.9119030635
China,Male,Prevalence,2005,2010,2005-2010,2482828.4214329543,2680727.095420721,144141.1978763767,48911.07377913726,4846.402332260661,197898.67398777464,72.83585835713137,24.71521046278399,2.4489311800846383,568932.6901282499,178030.40197456564,13470.493788022584,760433.5858908382
China,Male,Prevalence,2010,2015,2010-2015,2680727.095420721,2831414.5859148293,74598.74118421313,74975.24186958108,1113.507440311291,150687.4904941055,49.5055966089841,49.7554519115931,0.7389514794228048,643531.4313124631,253005.6438441467,14584.001228333876,911121.0763849437
China,Male,Prevalence,2015,2020,2015-2020,2831414.5859148293,2908420.901734107,47202.76213923058,29250.182183312565,553.3714967328899,77006.31581927603,61.29726066886439,37.98413399228058,0.7186053388550389,690734.1934516936,282255.8260274593,15137.372725066765,988127.3922042197
China,Male,Prevalence,2020,2023,2020-2023,2908420.901734107,2920251.9442918487,38695.06340489249,-16846.876606857717,-10017.144240296057,11831.042557738721,327.06385101777806,-142.39553720342357,-84.66831381435453,729429.2568565862,265408.94942060154,5120.228484770709,999958.4347619584
United States of America,Female,DALYs,1990,1995,1990-1995,385611.4138011097,402529.8924930821,18641.678525986732,509.28087259602034,-2232.480706608796,16918.478691973956,110.18531196206342,3.010204888206767,-13.195516850270195,18641.678525986732,509.28087259602034,-2232.480706608796,16918.478691973956
United States of America,Female,DALYs,1995,2000,1995-2000,402529.8924930821,419365.43435965606,21160.26489828695,-2508.745612779293,-1815.9774189350237,16835.541866572632,125.68805367827905,-14.90148420919238,-10.786569469086647,39801.94342427368,-1999.4647401832726,-4048.4581255438197,33754.02055854659
United States of America,Female,DALYs,2000,2005,2000-2005,419365.43435965606,444192.88853158336,24574.224129657978,-2862.038158469901,3115.2682007397425,24827.45417192782,98.98004023885716,-11.527714999091538,12.547674760234372,64376.167553931664,-4861.502898653174,-933.1899248040772,58581.47473047441
United States of America,Female,DALYs,2005,2010,2005-2010,444192.88853158336,462076.5506884135,24658.45061288586,-3324.7495426328,-3450.0389134215266,17883.66215683153,137.8825566969591,-18.590988319261843,-19.291568377697278,89034.61816681753,-8186.252441285974,-4383.228838225604,76465.13688730594
United States of America,Female,DALYs,2010,2015,2010-2015,462076.5506884135,455515.21668237075,21051.788064143155,-3123.178100199468,-24489.943969987882,-6561.334006044199,-320.84615788116525,47.59974263347126,373.24641524769396,110086.40623096068,-11309.430541485443,-28873.172808213487,69903.80288126174
United States of America,Female,DALYs,2015,2020,2015-2020,455515.21668237075,461187.4528600073,16328.968082914664,-5559.860815180834,-5096.871090095597,5672.236177638231,287.87532062378995,-98.01885254883396,-89.85646807495591,126415.37431387533,-16869.291356666276,-33970.043898309086,75576.03905889997
United States of America,Female,DALYs,2020,2023,2020-2023,461187.4528600073,464662.2413069485,8375.126070781302,-4007.689505132837,-892.648118707691,3474.7884469407727,241.02549547022983,-115.33621589715005,-25.68927957307975,134790.50038465665,-20876.98086179911,-34862.69201701677,79050.82750584075
United States of America,Female,Incidence,1990,1995,1990-1995,31275.829779913412,31391.427982853333,1482.675538127384,-1376.1009600342616,9.023624846099363,115.59820293922166,1282.61123480175,-1190.4172599964875,7.806025194737443,1482.675538127384,-1376.1009600342616,9.023624846099363,115.59820293922166
United States of America,Female,Incidence,1995,2000,1995-2000,31391.427982853333,31959.566491476482,1631.2082585324686,-625.4778365960841,-437.591913314501,568.1385086218834,287.11453875732553,-110.09249102182618,-77.02204773549933,3113.8837966598526,-2001.5787966303456,-428.56828846840165,683.736711561105
United States of America,Female,Incidence,2000,2005,2000-2005,31959.566491476482,34133.65937380946,1880.4566148743647,42.88192872154407,250.7543387368581,2174.0928823327667,86.49384900504641,1.9724055522196666,11.533745442733926,4994.340411534217,-1958.6968679088016,-177.81394973154354,2857.829593893872
United States of America,Female,Incidence,2005,2010,2005-2010,34133.65937380946,35543.09823158608,1895.9347250788474,-261.7208516116455,-224.77501568923373,1409.4388577779682,134.5169898372078,-18.56915255084268,-15.94783728636514,6890.275136613065,-2220.417719520447,-402.5889654207773,4267.26845167184
United States of America,Female,Incidence,2010,2015,2010-2015,35543.09823158608,34941.351633816645,1617.0075544841518,-687.3366415690846,-1531.4175106839075,-601.7465977688407,-268.7190190155958,114.2236024462116,254.49541656938413,8507.282691097216,-2907.754361089532,-1934.0064761046847,3665.5218539029993
United States of America,Female,Incidence,2015,2020,2015-2020,34941.351633816645,34948.58132044505,1245.0420509229432,-1071.1263110194898,-166.6860532740187,7.229686629434582,17221.245051672664,-14815.667205526725,-2305.577846145938,9752.324742020159,-3978.8806721090214,-2100.6925293787035,3672.751540532434
United States of America,Female,Incidence,2020,2023,2020-2023,34948.58132044505,35354.91069113944,635.9591874245585,-430.7520790285755,201.12226229352257,406.3293706895056,156.51322136654585,-106.01056928216308,49.497347915617226,10388.283929444719,-4409.632751137597,-1899.5702670851808,4079.0809112219395
United States of America,Female,Prevalence,1990,1995,1990-1995,624851.7298002982,653510.7750654957,30237.01100437417,1512.7707217994416,-3090.736460973877,28659.045265199733,105.50599548789066,5.278510528877867,-10.784506016768514,30237.01100437417,1512.7707217994416,-3090.736460973877,28659.045265199733
United States of America,Female,Prevalence,1995,2000,1995-2000,653510.7750654957,679357.8214451422,34315.95011856486,-3254.9991114706113,-5213.904627448549,25847.046379645704,132.76546037224716,-12.593311683124814,-20.17214868912236,64552.96112293903,-1742.2283896711697,-8304.641088422426,54506.09164484544
United States of America,Female,Prevalence,2000,2005,2000-2005,679357.8214451422,719252.5631525548,39800.013007757916,-3784.7757773303124,3879.504476985273,39894.741707412875,99.76255342032367,-9.486903825791808,9.724350405468146,104352.97413069695,-5527.004167001482,-4425.136611437153,94400.83335225831
United States of America,Female,Prevalence,2005,2010,2005-2010,719252.5631525548,748404.9438932331,39932.14612116494,-4220.18188588294,-6559.5834946052255,29152.380740676774,136.97730719277752,-14.476285567972342,-22.501021624805194,144285.1202518619,-9747.186052884423,-10984.72010604238,123553.21409293509
United States of America,Female,Prevalence,2010,2015,2010-2015,748404.9438932331,741449.1967054267,34178.96588897534,-3823.4076941584544,-37311.30538262388,-6955.747187806992,-491.3773454689242,54.96760579310098,536.4097396758233,178464.08614083723,-13570.593747042876,-48296.02548866626,116597.4669051281
United States of America,Female,Prevalence,2015,2020,2015-2020,741449.1967054267,757231.0045221467,26693.383168196113,-7772.189328906087,-3139.386022568525,15781.807816721499,169.14021180712476,-49.2477757882156,-19.892436018909137,205157.46930903333,-21342.783075948966,-51435.41151123479,132379.2747218496
United States of America,Female,Prevalence,2020,2023,2020-2023,757231.0045221467,766467.9634766134,13782.993403907285,-5956.950399078196,1410.9159496390494,9236.958954468137,149.21570477738373,-64.49038507632079,15.274680298937085,218940.4627129406,-27299.733475027162,-50024.495561595744,141616.23367631773
United States of America,Male,DALYs,1990,1995,1990-1995,385181.7982555,408463.9814898225,21733.148039501742,1584.4235824843927,-35.38838766378467,23282.18323432235,93.34669270819484,6.805305011725241,-0.1519977199200781,21733.148039501742,1584.4235824843927,-35.38838766378467,23282.18323432235
United States of America,Male,DALYs,1995,2000,1995-2000,408463.9814898225,429714.0092277234,24567.850051712787,-3205.9125858325374,-111.90972797969395,21250.027737900557,115.61326109657125,-15.08662776997049,-0.526633326600779,46300.998091214526,-1621.4890033481447,-147.29811564347864,44532.21097222291
United States of America,Male,DALYs,2000,2005,2000-2005,429714.0092277234,453670.5497947073,28478.473895097304,-5383.116784816249,861.1834567040885,23956.540566985146,118.87556893061556,-22.470342784946165,3.5947738543306116,74779.47198631184,-7004.605788164394,713.8853410606098,68488.75153920805
United States of America,Male,DALYs,2005,2010,2005-2010,453670.5497947073,473017.49547685904,26459.857267680458,-6107.6349134768825,-1005.2766720509389,19346.94568215264,136.7650362097693,-31.56898775557691,-5.196048454192417,101239.3292539923,-13112.240701641276,-291.39133099032915,87835.6972213607
United States of America,Male,DALYs,2010,2015,2010-2015,473017.49547685904,483823.3106485759,24991.47883752755,-4710.634874602509,-9475.028791208946,10805.815171716094,231.27805205239875,-43.59351700677296,-87.68453504562578,126230.80809151984,-17822.875576243783,-9766.420122199275,98641.51239307679
United States of America,Male,DALYs,2015,2020,2015-2020,483823.3106485759,492645.72772860096,21053.72218652506,-5990.445194708912,-6240.85991179131,8822.41708002484,238.63893528898757,-67.90027200450658,-70.73866328448098,147284.5302780449,-23813.320770952698,-16007.280033990584,107463.92947310163
United States of America,Male,DALYs,2020,2023,2020-2023,492645.72772860096,497975.76444955164,10494.749495616212,-4126.035372475511,-1038.6774021904857,5330.036720950215,196.89825877494619,-77.41101212788531,-19.487246647060907,157779.2797736611,-27939.35614342821,-17045.95743618107,112793.96619405184
United States of America,Male,Incidence,1990,1995,1990-1995,35054.94300939488,35436.32464020406,1931.5853593934016,-1406.3783958772278,-143.82533270498848,381.38163081118546,506.47047559290854,-368.75881853195443,-37.711657060954145,1931.5853593934016,-1406.3783958772278,-143.82533270498848,381.38163081118546
United States of America,Male,Incidence,1995,2000,1995-2000,35436.32464020406,36645.240826598085,2113.3516773477595,-943.0160825602557,38.5805916058295,1208.9161863933332,174.81374648913496,-78.00508365874718,3.191337169612262,4044.937036741161,-2349.3944784374835,-105.24474109915899,1590.2978172045187
United States of America,Male,Incidence,2000,2005,2000-2005,36645.240826598085,38784.96925546288,2431.29948796173,-279.6843508953522,-11.886708203003462,2139.7284288633746,113.62654508699677,-13.07102093530256,-0.5555241516942264,6476.236524702891,-2629.0788293328355,-117.13144930216245,3730.026246067893
United States of America,Male,Incidence,2005,2010,2005-2010,38784.96925546288,40528.04504036571,2265.0737382541397,-624.0052604765345,102.00730712646207,1743.0757849040674,129.94694538647389,-35.799089510665056,5.852144124191145,8741.310262957031,-3253.08408980937,-15.124142175700385,5473.102030971961
United States of America,Male,Incidence,2010,2015,2010-2015,40528.04504036571,41147.55823511842,2133.1753075765155,-922.7567694411337,-590.9053433830632,619.5131947523187,344.3308916817113,-148.94868701062157,-95.38220467108971,10874.485570533547,-4175.840859250504,-606.0294855587636,6092.615225724279
United States of America,Male,Incidence,2015,2020,2015-2020,41147.55823511842,41291.99534666697,1777.733999500962,-1292.713745912263,-340.58314204113293,144.43711154756602,1230.8014058530373,-895.0011060602985,-235.80029979273863,12652.219570034507,-5468.554605162767,-946.6126275998965,6237.052337271845
United States of America,Male,Incidence,2020,2023,2020-2023,41291.99534666697,41469.60122492642,876.755255494896,-515.0551464163509,-184.0942308191188,177.6058782594264,493.65216066454286,-289.9989299138045,-103.65323075073842,13528.974825529403,-5983.609751579118,-1130.7068584190154,6414.658215531272
United States of America,Male,Prevalence,1990,1995,1990-1995,606725.1570790269,643308.0133793529,34231.29717159413,3241.200394344535,-889.6412656128329,36582.85630032583,93.57196412049774,8.859888817144295,-2.4318529376420206,34231.29717159413,3241.200394344535,-889.6412656128329,36582.85630032583
United States of America,Male,Prevalence,1995,2000,1995-2000,643308.0133793529,677162.8714192557,38704.075932867956,-3899.6462471961663,-949.5716457696205,33854.858039902174,114.32355110528118,-11.51871983217282,-2.804831273108373,72935.37310446208,-658.4458528516311,-1839.2129113824535,70437.714340228
United States of America,Male,Prevalence,2000,2005,2000-2005,677162.8714192557,716109.855084406,44914.827791924785,-7165.28454084477,1197.440414070695,38946.98366515071,115.32299440203897,-18.39753394627112,3.0745395442321515,117850.20089638687,-7823.730393696402,-641.7724973117583,109384.69800537871
United States of America,Male,Prevalence,2005,2010,2005-2010,716109.855084406,748952.3087437882,41829.6859656343,-7955.7108648681315,-1031.5214413841022,32842.45365938207,127.36467987276846,-24.223862648567465,-3.1408172242009957,159679.88686202117,-15779.441258564533,-1673.2939386958606,142227.15166476078
United States of America,Male,Prevalence,2010,2015,2010-2015,748952.3087437882,769349.6637356485,39653.64067437309,-5914.7570660746815,-13341.528616438543,20397.354991859873,194.40579766444213,-28.997666944734398,-65.40813071970777,199333.52753639425,-21694.198324639216,-15014.822555134404,162624.50665662065
United States of America,Male,Prevalence,2015,2020,2015-2020,769349.6637356485,788085.4281700422,33577.85715940271,-8177.969410184576,-6664.123314824634,18735.764434393495,179.21797254113307,-43.64897647395784,-35.568996067175206,232911.38469579697,-29872.16773482379,-21678.94586995904,181360.27109101415
United States of America,Male,Prevalence,2020,2023,2020-2023,788085.4281700422,798906.0584382518,16812.609524663847,-6099.884908048592,107.90565159295997,10820.630268208217,155.3755105565384,-56.37273205767402,0.9972215011356081,249723.99422046082,-35972.05264287238,-21571.040218366077,192180.90135922236
